run_id	variant_group_id	gene_symbol	display_group	group_id	stage	n_tracks	n_raw_effect_rows	n_duplicate_effect_rows	median_effect	min_effect	max_effect	included_in_brain9
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	0.008381605026	0.0004948378	0.010855674507	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	0.004467010459	0.004467010459	0.004467010459	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	0.00241041187	0.00130224224	0.0038971900999999996	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Amygdala	adult__brain__amygdala	adult	1	1	0	0.0036041737000000003	0.0036041737000000003	0.0036041737000000003	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	0.0043849944699999996	0.0043849944699999996	0.0043849944699999996	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Midbrain	adult__brain__midbrain	adult	1	1	0	0.002538442585	0.002538442585	0.002538442585	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Cerebellum	adult__brain__cerebellum	adult	2	2	0	0.023622632387500002	0.022221327075000002	0.0250239377	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	-0.00084090233	-0.00084090233	-0.00084090233	True
ccg13_LOC107984006_BMS1P14_mnv3	LOC107984006_BMS1P14_mnv3	BMS1P14	Embryo	brain__embryo	embryonic	7	7	0	-0.0106334685	-0.01268076895	-0.005759239100000001	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.0104960500875	-0.010965377105	-0.0041214228	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.0089180469465	-0.0089180469465	-0.0089180469465	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.007656812995000001	-0.008677244285	-0.00691896681	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.009020298295	-0.009020298295	-0.009020298295	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.008786141575	-0.008786141575	-0.008786141575	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Midbrain	adult__brain__midbrain	adult	1	1	0	-0.004793047875	-0.004793047875	-0.004793047875	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Cerebellum	adult__brain__cerebellum	adult	2	2	0	-0.0034102052200000003	-0.0037144422400000004	-0.0031059682	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	-0.0035933256	-0.0035933256	-0.0035933256	True
ccg14_MSANTD3_del6	MSANTD3_del6	MSANTD3	Embryo	brain__embryo	embryonic	7	7	0	-0.0032711029	-0.01086220135	0.0030673147999999996	True
